Sacharissa Tugwood,EquipoUno,Zygmunt Budge,25/7/2022 20:52:16,3,85,20074432761665
Sacharissa Tugwood,EquipoUno,George Weasley,25/7/2022 20:52:16,3,86,00089544207167
Sacharissa Tugwood,EquipoUno,Zygmunt Budge,25/7/2022 20:52:16,3,55,22583372741244
Sacharissa Tugwood,EquipoUno, Mrs Skower,25/7/2022 20:52:16,3,32,81509153019948
Tom Riddle,EquipoDos,Sacharissa Tugwood,25/7/2022 20:52:16,3,0
Gregory the Smarmy,EquipoUno,Tom Riddle,25/7/2022 20:52:16,3,20,638288503573285
